,name,position,country,overall_rating,dribbling,freekick_accuracy,agility,ball_control,interceptions,penalties
269,Kamil Paweł Grosicki,MF,Poland,73.0,70.0,71.0,80.0,74.0,48.0,68.0
270,Łukasz Skorupski,GK,Poland,76.0,18.0,19.0,48.0,23.0,17.0,22.0
271,Jakub Kamiński,MF,Poland,49.0,42.0,32.0,50.0,43.0,48.0,28.0
272,Jakub Piotr Kiwior,DF,Poland,68.0,70.0,63.0,66.0,71.0,64.0,51.0
273,Kamil Jacek Glik,DF,Poland,82.0,51.0,26.0,34.0,59.0,82.0,39.0
274,Karol Grzegorz Świderski,FW,Poland,65.0,64.0,35.0,74.0,64.0,33.0,69.0
275,Szymon Piotr Żurkowski,MF,Poland,72.0,66.0,48.0,71.0,70.0,73.0,52.0
276,Bartosz Bereszyński,DF,Poland,74.0,68.0,50.0,76.0,70.0,70.0,50.0
277,Sebastian Szymański,MF,Poland,67.0,72.0,68.0,91.0,72.0,23.0,54.0
278,Piotr Sebastian Zieliński,MF,Poland,82.0,85.0,65.0,79.0,85.0,75.0,51.0
279,Nicola Zalewski,MF,Poland,62.0,68.0,46.0,70.0,71.0,54.0,30.0
280,Kamil Mieczysław Grabara,GK,Poland,59.0,19.0,19.0,38.0,15.0,14.0,17.0
281,Krzysztof Piątek,FW,Poland,76.0,70.0,40.0,72.0,73.0,31.0,75.0
282,Przemysław Adam Frankowski,MF,Poland,71.0,64.0,48.0,76.0,66.0,48.0,52.0
283,Robert Krzysztof Gumny,DF,Poland,69.0,60.0,31.0,75.0,68.0,64.0,38.0
284,Michał Krzysztof Skóraś,MF,Poland,69.0,66.0,38.0,85.0,65.0,48.0,65.0
285,Mohammed bin Faraj bin Saeed Al-Rubaie Al-Yami,GK,Saudi Arabia,62.0,69.0,32.0,75.0,64.0,51.0,31.0
286,Sultan bin Abdullah bin Salem Al-Ghannam,DF,Saudi Arabia,64.0,66.0,41.0,63.0,65.0,57.0,42.0
287,Abdullah bin Mohammed bin Musa Madu,DF,Saudi Arabia,64.0,27.0,21.0,32.0,48.0,61.0,55.0
288,Abdulelah bin Ali bin Awadh Al-Amri,DF,Saudi Arabia,60.0,31.0,32.0,52.0,38.0,59.0,45.0
289,Ali bin Hadi bin Mohammed Al-Bulaihi,DF,Saudi Arabia,68.0,34.0,23.0,37.0,50.0,65.0,45.0
290,Mohammed bin Ibrahim bin Mohammed Al-Breik,DF,Saudi Arabia,71.0,69.0,67.0,65.0,70.0,63.0,55.0
291,Salman bin Mohammed bin Mohammed Al-Faraj,MF,Saudi Arabia,73.0,71.0,66.0,81.0,75.0,65.0,61.0
292,Abdulellah bin Saad bin Hameed Al-Wahbi Al-Malki,MF,Saudi Arabia,62.0,60.0,43.0,57.0,62.0,60.0,45.0
293,Firas bin Tariq bin Nasser Al-Buraikan,FW,Saudi Arabia,55.0,48.0,30.0,60.0,49.0,16.0,58.0
294,Salem bin Mohammed bin Shafi Al-Dawsari,FW,Saudi Arabia,73.0,78.0,60.0,82.0,72.0,37.0,62.0
295,Saleh bin Khalid bin Mohammed Al-Shehri,FW,Saudi Arabia,64.0,61.0,37.0,67.0,63.0,20.0,68.0
296,Saud Abdullah Salem Abdulhamid,DF,Saudi Arabia,56.0,58.0,44.0,58.0,46.0,50.0,44.0
297,Yasser bin Gharsan bin Saeed Al-Mohammadi Al-Shahrani,DF,Saudi Arabia,72.0,67.0,65.0,80.0,70.0,71.0,62.0
298,Abdullah bin Ibrahim bin Yahya Otayf,MF,Saudi Arabia,71.0,62.0,53.0,62.0,75.0,69.0,58.0
299,Ali bin Sadiq bin Nasser Al-Hassan,MF,Saudi Arabia,53.0,43.0,37.0,57.0,51.0,45.0,42.0
300,Sami bin Khalil bin Nasser Al-Najei,MF,Saudi Arabia,60.0,62.0,45.0,66.0,59.0,55.0,48.0
301,Hassan bin Mohammed bin Osama Al-Tambakti,DF,Saudi Arabia,56.0,21.0,31.0,54.0,33.0,57.0,35.0
302,Nawaf bin Shaker bin Fayrouz Al-Abed,MF,Saudi Arabia,72.0,71.0,64.0,77.0,75.0,36.0,73.0
303,Hattan bin Sultan bin Ahmed Bahebri,FW,Saudi Arabia,68.0,70.0,48.0,81.0,68.0,42.0,42.0
304,Abdulrahman bin Ali bin Hassan Al-Aboud,FW,Saudi Arabia,61.0,62.0,34.0,69.0,60.0,10.0,57.0
305,Mohammed bin Khalil bin Ibrahim Al-Owais,GK,Saudi Arabia,71.0,14.0,16.0,37.0,17.0,24.0,19.0
306,Nawaf bin Dhahi bin Faisal Al-Suwaiti Al-Aqidi,GK,Saudi Arabia,64.65217391304348,55.08695652173913,42.56521739130435,63.65217391304348,58.43478260869565,49.47826086956522,50.0
307,Mohamed bin Ibrahim bin Abdullah Kanno,MF,Saudi Arabia,70.0,68.0,52.0,73.0,74.0,66.0,59.0
308,Nasser bin Eissa bin Shafi Al-Shardan Al-Dawsari,MF,Saudi Arabia,61.0,55.0,38.0,79.0,60.0,59.0,44.0
309,Haitham bin Mohammed bin Ali bin Abu bin Hawi Asiri,FW,Saudi Arabia,64.65217391304348,55.08695652173913,42.56521739130435,63.65217391304348,58.43478260869565,49.47826086956522,50.0
310,Riyadh bin Mohammed bin Mohammed bin Husami Sharahili,MF,Saudi Arabia,64.65217391304348,55.08695652173913,42.56521739130435,63.65217391304348,58.43478260869565,49.47826086956522,50.0
311,Mathew David Ryan,GK,Australia,80.0,13.0,12.0,53.0,24.0,23.0,25.0
312,Miloš Degenek,DF,Australia,74.0,58.0,44.0,78.0,64.0,70.0,58.0
313,Nathaniel Caleb Atkinson,DF,Australia,64.0,65.0,38.0,86.0,64.0,54.0,51.0
314,Kye Francis Rowles,DF,Australia,57.0,27.0,22.0,60.0,38.0,52.0,33.0
315,Fran Karačić,DF,Australia,69.0,63.0,42.0,63.0,65.0,24.0,73.0
316,Marco Tilio,FW,Australia,58.0,64.0,46.0,58.0,69.0,23.0,69.0
317,Mathew Allan Leckie,FW,Australia,75.0,76.0,36.0,75.0,75.0,54.0,69.0
318,Bailey Colin Wright,DF,Australia,71.0,53.0,27.0,60.0,63.0,68.0,39.0
319,Jamie Maclaren,FW,Australia,69.0,66.0,59.0,84.0,66.0,52.0,72.0
320,Ajdin Hrustic,MF,Australia,67.0,70.0,66.0,74.0,72.0,59.0,52.0
321,Awer Bul Mabil,FW,Australia,70.0,75.0,60.0,85.0,73.0,25.0,53.0
322,Andrew James Redmayne,GK,Australia,63.0,12.0,14.0,40.0,20.0,19.0,20.0
323,Aaron Frank Mooy,MF,Australia,78.0,74.0,72.0,69.0,79.0,71.0,73.0
324,Riley Patrick McGree,MF,Australia,67.0,70.0,55.0,78.0,69.0,60.0,53.0
325,Mitchell Thomas Duke,FW,Australia,64.0,65.0,51.0,62.0,62.0,26.0,60.0
326,Aziz Eraltay Behich,DF,Australia,73.0,74.0,55.0,83.0,72.0,66.0,47.0
327,Cameron Peter Devlin,MF,Australia,54.0,43.0,31.0,52.0,50.0,50.0,42.0
328,Daniel Vukovic,GK,Australia,74.0,11.0,13.0,41.0,18.0,17.0,37.0
329,Harry James Souttar,DF,Australia,61.0,50.0,31.0,58.0,60.0,59.0,40.0
330,Thomas Jok Deng,DF,Australia,67.0,48.0,28.0,74.0,58.0,66.0,39.0
331,Garang Mawien Kuol,FW,Australia,67.44,56.12,41.68,67.36,59.64,48.08,51.36
332,Jackson Alexander Irvine,MF,Australia,71.0,67.0,63.0,62.0,71.0,69.0,55.0
333,Craig Alexander Goodwin,FW,Australia,66.0,68.0,73.0,77.0,66.0,59.0,59.0
334,Joel Bruce King,DF,Australia,63.0,61.0,39.0,61.0,62.0,25.0,55.0
335,Jason Steven Cummings,FW,Australia,67.0,70.0,35.0,67.0,67.0,45.0,68.0
336,Keanu Kole Baccus,MF,Australia,64.0,60.0,30.0,84.0,64.0,66.0,42.0
337,Kasper Peter Schmeichel,GK,Denmark,83.0,12.0,15.0,62.0,40.0,20.0,26.0
338,Joachim Christian Andersen,DF,Denmark,76.0,46.0,36.0,50.0,62.0,75.0,44.0
339,Victor Enok Nelsson,DF,Denmark,71.0,56.0,35.0,58.0,64.0,67.0,37.0
340,Simon Thorup Kjær,DF,Denmark,67.0,70.0,57.0,81.0,64.0,44.0,58.0
341,Joakim Mæhle Pedersen,DF,Denmark,76.0,46.0,36.0,50.0,62.0,75.0,44.0
342,Andreas Bødtker Christensen,DF,Denmark,80.0,66.0,22.0,61.0,73.0,82.0,36.0
343,Mathias Jensen,MF,Denmark,75.0,73.0,66.0,87.0,74.0,59.0,69.0
344,Thomas Joseph Delaney,MF,Denmark,82.0,73.0,68.0,73.0,77.0,85.0,60.0
345,Martin Christensen Braithwaite,FW,Denmark,75.0,75.0,75.0,84.0,76.0,31.0,73.0
346,Christian Dannemann Eriksen,MF,Denmark,65.0,68.0,40.0,76.0,60.0,24.0,52.0
347,Andreas Skov Olsen,MF,Denmark,62.0,63.0,30.0,66.0,65.0,57.0,35.0
348,Kasper Dolberg Rasmussen,FW,Denmark,67.0,38.0,22.0,44.0,55.0,66.0,37.0
349,Rasmus Nissen Kristensen,DF,Denmark,70.0,65.0,36.0,66.0,67.0,67.0,45.0
350,Mikkel Krogh Damsgaard,MF,Denmark,66.0,69.0,38.0,73.0,66.0,39.0,45.0
351,Christian Thers Nørgaard,MF,Denmark,72.0,63.0,64.0,68.0,72.0,66.0,60.0
352,Oliver Christensen,GK,Denmark,56.0,13.0,9.0,33.0,15.0,9.0,10.0
353,Jens Stryger Larsen,DF,Denmark,66.0,71.0,64.0,75.0,67.0,23.0,71.0
354,Daniel Wass,DF,Denmark,79.0,76.0,85.0,77.0,80.0,75.0,64.0
355,Jonas Older Wind,FW,Denmark,62.0,62.0,30.0,57.0,64.0,17.0,57.0
356,Yussuf Yurary Poulsen,FW,Denmark,80.0,75.0,43.0,75.0,75.0,48.0,59.0
357,Andreas Evald Cornelius,FW,Denmark,74.0,66.0,56.0,49.0,72.0,28.0,65.0
358,Frederik Riis Rønnow,GK,Denmark,75.0,13.0,7.0,34.0,12.0,12.0,17.0
359,Pierre-Emile Kordt Højbjerg,MF,Denmark,77.0,75.0,70.0,68.0,79.0,74.0,51.0
360,Robert Skov,MF,Denmark,75.0,75.0,84.0,76.0,75.0,45.0,70.0
361,Jesper Grænge Lindstrøm,MF,Denmark,52.0,50.0,41.0,54.0,48.0,27.0,45.0
362,Alexander Hartmann Bah,DF,Denmark,62.0,64.0,41.0,79.0,59.0,31.0,50.0
363,Hugo Hadrien Dominique Lloris,GK,France,88.0,10.0,10.0,55.0,34.0,27.0,40.0
364,Benjamin Jacques Marcel Pavard,DF,France,79.0,66.0,51.0,68.0,76.0,82.0,51.0
365,Axel Wilson Arthur Disasi Mhakinis Belho,DF,France,77.72,61.48,43.76,68.12,66.8,51.36,55.24
366,Raphaël Xavier Varane,DF,France,86.0,57.0,54.0,63.0,77.0,82.0,43.0
367,Jules Olivier Koundé,DF,France,75.0,57.0,26.0,64.0,66.0,76.0,43.0
368,Matteo Elias Kenzo Guendouzi Olié,MF,France,72.0,72.0,55.0,66.0,69.0,71.0,49.0
369,Antoine Griezmann,FW,France,89.0,87.0,84.0,90.0,90.0,49.0,83.0
370,Aurélien Djani Tchouaméni,MF,France,70.0,70.0,45.0,66.0,73.0,69.0,47.0
371,Olivier Jonathan Giroud,FW,France,82.0,70.0,65.0,57.0,83.0,42.0,83.0
372,Kylian Mbappé Lottin,FW,France,88.0,90.0,63.0,92.0,91.0,38.0,70.0
373,Masour Ousmane Dembélé,FW,France,77.0,75.0,35.0,77.0,79.0,22.0,82.0
374,Randal Kolo Muani,FW,France,64.0,65.0,49.0,68.0,67.0,18.0,61.0
375,Youssouf Fofana,MF,France,66.0,67.0,42.0,74.0,69.0,65.0,64.0
376,Adrien Thibault Marie Rabiot,MF,France,83.0,79.0,59.0,79.0,83.0,80.0,67.0
377,Jordan Marcel Gilbert Veretout,MF,France,79.0,76.0,76.0,76.0,79.0,76.0,78.0
378,Steve Mandanda Mpidi,GK,France,82.0,15.0,12.0,52.0,17.0,23.0,11.0
379,William Alain André Gabriel Saliba,DF,France,66.0,47.0,35.0,48.0,39.0,68.0,47.0
380,Dayotchanculle Oswald Upamecano,DF,France,77.0,59.0,28.0,61.0,64.0,75.0,39.0
381,Karim Mostafa Benzema,FW,France,86.0,85.0,73.0,77.0,89.0,28.0,82.0
382,Kingsley Junior Coman,FW,France,83.0,88.0,70.0,88.0,83.0,23.0,70.0
383,Lucas François Bernard Hernandez,DF,France,83.0,65.0,39.0,70.0,79.0,82.0,42.0
384,Theo Bernard François Hernandez,DF,France,62.0,70.0,40.0,65.0,67.0,24.0,61.0
385,Alphonse Francis Areola,GK,France,81.0,12.0,16.0,53.0,22.0,23.0,25.0
386,Ibrahima Konaté,DF,France,76.0,67.0,23.0,65.0,67.0,74.0,41.0
387,Eduardo Celmi Camavinga,MF,France,74.0,11.0,14.0,58.0,32.0,22.0,37.0
388,Marcus Lilian Thuram-Ulien,FW,France,75.0,77.0,30.0,71.0,75.0,45.0,65.0
389,Aymen Mathlouthi,GK,Tunisia,69.31818181818181,59.68181818181818,50.27272727272727,66.72727272727273,61.59090909090909,46.90909090909091,54.90909090909091
390,Bilel Ifa,DF,Tunisia,73.0,11.0,12.0,34.0,20.0,19.0,23.0
391,Montassar Omar Talbi,DF,Tunisia,58.0,32.0,35.0,47.0,44.0,52.0,41.0
392,Yassine Meriah,DF,Tunisia,72.0,57.0,32.0,64.0,62.0,72.0,66.0
393,Nader Ghandri,MF,Tunisia,77.0,80.0,78.0,65.0,80.0,43.0,76.0
394,Dylan Daniel Mahmoud Bronn,DF,Tunisia,75.0,66.0,53.0,62.0,67.0,73.0,51.0
395,Youssef Msakni,FW,Tunisia,72.0,81.0,58.0,74.0,76.0,31.0,62.0
396,Hannibal Mejbri,MF,Tunisia,69.31818181818181,59.68181818181818,50.27272727272727,66.72727272727273,61.59090909090909,46.90909090909091,54.90909090909091
397,Issam Jebali,FW,Tunisia,69.0,76.0,48.0,68.0,69.0,41.0,61.0
398,Wahbi Khazri,FW,Tunisia,79.0,79.0,79.0,80.0,81.0,61.0,75.0
399,Taha Yassine Khenissi,FW,Tunisia,75.0,79.0,71.0,77.0,76.0,55.0,76.0
400,Ali Maâloul,DF,Tunisia,65.0,67.0,48.0,67.0,69.0,31.0,46.0
401,Ferjani Sassi,MF,Tunisia,65.0,55.0,44.0,57.0,56.0,66.0,51.0
402,Aïssa Bilal Laïdouni,MF,Tunisia,69.31818181818181,59.68181818181818,50.27272727272727,66.72727272727273,61.59090909090909,46.90909090909091,54.90909090909091
403,Mohamed Ali Ben Romdhane,MF,Tunisia,59.0,48.0,33.0,71.0,47.0,52.0,38.0
404,Aymen Dahmen,GK,Tunisia,59.0,12.0,12.0,39.0,18.0,9.0,11.0
405,Ellyes Joris Skhiri,MF,Tunisia,77.0,74.0,55.0,74.0,73.0,85.0,58.0
406,Ghailene Chaalali,MF,Tunisia,70.0,70.0,65.0,81.0,73.0,45.0,75.0
407,Seifeddine Jaziri,FW,Tunisia,69.31818181818181,59.68181818181818,50.27272727272727,66.72727272727273,61.59090909090909,46.90909090909091,54.90909090909091
408,Mohamed Dräger,DF,Tunisia,67.0,66.0,48.0,83.0,67.0,64.0,63.0
409,Wajdi Kechrida,DF,Tunisia,79.0,79.0,79.0,80.0,81.0,61.0,75.0
410,Bechir Ben Saïd,GK,Tunisia,62.0,66.0,64.0,59.0,64.0,44.0,62.0
411,Naïm Sliti,FW,Tunisia,76.0,81.0,70.0,79.0,79.0,32.0,70.0
412,Ali Abdi,DF,Tunisia,69.0,70.0,73.0,66.0,74.0,46.0,66.0
413,Anis Ben Slimane,FW,Tunisia,56.0,51.0,35.0,78.0,55.0,34.0,41.0
414,Mouez Hassen,GK,Tunisia,71.0,13.0,14.0,63.0,24.0,16.0,21.0
415,Keilor Antonio Navas Gamboa,GK,Costa Rica,60.0,61.0,54.0,62.0,64.0,31.0,52.0
416,Daniel Alonso Chacón Salas,MF,Costa Rica,66.0,15.0,12.0,33.0,19.0,16.0,22.0
417,Juan Pablo Vargas Campos,DF,Costa Rica,71.0,72.0,75.0,71.0,78.0,29.0,81.0
418,Keysher Fuller Spence,DF,Costa Rica,66.66666666666667,53.57142857142857,45.61904761904762,61.523809523809526,58.23809523809524,47.42857142857143,49.80952380952381
419,Celso Borges Mora,MF,Costa Rica,76.0,71.0,69.0,64.0,75.0,74.0,75.0
420,Óscar Esaú Duarte Gaitán,DF,Costa Rica,76.0,48.0,32.0,54.0,59.0,75.0,37.0
421,Anthony Daniel Contreras Enríquez,FW,Costa Rica,74.0,67.0,45.0,66.0,74.0,75.0,43.0
422,Bryan Josué Oviedo Jiménez,DF,Costa Rica,70.0,71.0,63.0,79.0,72.0,68.0,56.0
423,Jewison Francisco Bennette Villegas,MF,Costa Rica,66.66666666666667,53.57142857142857,45.61904761904762,61.523809523809526,58.23809523809524,47.42857142857143,49.80952380952381
424,Bryan Jafet Ruiz González,MF,Costa Rica,67.0,66.0,43.0,40.0,70.0,21.0,62.0
425,Johan Alberto Venegas Ulloa,FW,Costa Rica,63.0,7.0,11.0,65.0,11.0,13.0,16.0
426,Joel Nathaniel Campbell Samuels,FW,Costa Rica,67.0,66.0,63.0,70.0,67.0,64.0,50.0
427,Gerson Torres Barrantes,MF,Costa Rica,73.0,71.0,81.0,66.0,73.0,59.0,77.0
428,Youstin Delfín Salas Gómez,MF,Costa Rica,66.66666666666667,53.57142857142857,45.61904761904762,61.523809523809526,58.23809523809524,47.42857142857143,49.80952380952381
429,Francisco Javier Calvo Quesada,DF,Costa Rica,67.0,34.0,34.0,69.0,58.0,70.0,46.0
430,Carlos Manuel Martínez Castro,DF,Costa Rica,67.0,64.0,57.0,74.0,66.0,24.0,65.0
431,Yeltsin Ignacio Tejeda Valverde,MF,Costa Rica,61.0,10.0,10.0,37.0,14.0,11.0,11.0
432,Esteban Alvarado Brown,GK,Costa Rica,70.0,57.0,55.0,66.0,74.0,67.0,53.0
433,Kendall Jamaal Waston Manley,DF,Costa Rica,66.66666666666667,53.57142857142857,45.61904761904762,61.523809523809526,58.23809523809524,47.42857142857143,49.80952380952381
434,Brandon Aguilera Zamora,MF,Costa Rica,58.0,64.0,41.0,61.0,61.0,28.0,62.0
435,Douglas Andrey López Araya,MF,Costa Rica,66.66666666666667,53.57142857142857,45.61904761904762,61.523809523809526,58.23809523809524,47.42857142857143,49.80952380952381
436,Rónald Alberto Matarrita Ulate,DF,Costa Rica,71.0,70.0,54.0,75.0,69.0,66.0,59.0
437,Patrick Gilmar Sequeira Mejías,GK,Costa Rica,59.0,50.0,42.0,58.0,50.0,50.0,52.0
438,Roan Roberto Wilson Gordon,MF,Costa Rica,51.0,50.0,55.0,59.0,51.0,22.0,50.0
439,Anthony William Hernández González,MF,Costa Rica,62.0,43.0,24.0,51.0,47.0,64.0,32.0
440,Álvaro José Zamora Mata,MF,Costa Rica,71.0,68.0,38.0,72.0,71.0,69.0,45.0
441,Manuel Peter Neuer,GK,Germany,89.0,30.0,11.0,51.0,46.0,30.0,47.0
442,Antonio Rüdiger,DF,Germany,82.0,60.0,56.0,59.0,69.0,80.0,40.0
443,David Raum,DF,Germany,66.0,67.0,37.0,73.0,66.0,32.0,49.0
444,Matthias Lukas Ginter,DF,Germany,81.0,62.0,42.0,55.0,72.0,80.0,67.0
445,Jan Thilo Kehrer,DF,Germany,65.0,52.0,42.0,60.0,61.0,54.0,43.0
446,Joshua Walter Kimmich,MF,Germany,86.0,80.0,61.0,84.0,85.0,80.0,44.0
447,Kai Lukas Havertz,FW,Germany,81.0,81.0,53.0,78.0,84.0,35.0,49.0
448,Leon Christoph Goretzka,MF,Germany,83.0,81.0,75.0,76.0,83.0,82.0,60.0
449,Niclas Füllkrug,FW,Germany,77.0,70.0,69.0,63.0,74.0,24.0,77.0
450,Serge David Gnabry,FW,Germany,83.0,87.0,62.0,86.0,83.0,38.0,68.0
451,Mario Götze,MF,Germany,81.0,85.0,72.0,83.0,90.0,65.0,77.0
452,Kevin Christian Trapp,GK,Germany,81.0,10.0,12.0,42.0,24.0,22.0,17.0
453,Thomas Müller,MF,Germany,86.0,75.0,59.0,75.0,82.0,58.0,60.0
454,Jamal Musiala,MF,Germany,60.0,59.0,49.0,53.0,61.0,58.0,45.0
455,Niklas Süle,DF,Germany,84.0,42.0,30.0,33.0,63.0,82.0,32.0
456,Lukas Manuel Klostermann,DF,Germany,77.0,69.0,22.0,63.0,73.0,76.0,26.0
457,Julian Brandt,MF,Germany,81.0,87.0,59.0,82.0,85.0,29.0,54.0
458,Jonas Hofmann,MF,Germany,79.0,80.0,71.0,78.0,79.0,57.0,68.0
459,Leroy Aziz Sané,MF,Germany,86.0,88.0,82.0,88.0,85.0,34.0,71.0
460,Christian Günter,DF,Germany,75.0,72.0,68.0,67.0,68.0,72.0,44.0
461,İlkay Gündoğan,MF,Germany,84.0,85.0,74.0,78.0,86.0,77.0,76.0
462,Marc-André ter Stegen,GK,Germany,89.0,17.0,12.0,37.0,18.0,22.0,25.0
463,Nico Cedric Schlotterbeck,DF,Germany,58.0,36.0,32.0,54.0,42.0,55.0,39.0
464,Karim-David Adeyemi,FW,Germany,60.0,71.0,47.0,71.0,58.0,49.0,45.0
465,Armel Bella-Kotchap,DF,Germany,54.0,27.0,22.0,43.0,41.0,53.0,33.0
466,Youssoufa Moukoko,FW,Germany,67.0,70.0,40.0,72.0,65.0,61.0,43.0
467,Eiji Kawashima,GK,Japan,60.0,8.0,10.0,29.0,15.0,10.0,13.0
468,Miki Yamane,DF,Japan,63.0,57.0,27.0,62.0,61.0,60.0,40.0
469,Shogo Taniguchi,DF,Japan,63.375,50.625,36.0,60.8125,53.0,41.625,43.25
470,Ko Itakura,DF,Japan,55.0,31.0,34.0,56.0,40.0,50.0,34.0
471,Yuto Nagatomo,DF,Japan,63.375,50.625,36.0,60.8125,53.0,41.625,43.25
472,Wataru Endo,MF,Japan,63.375,50.625,36.0,60.8125,53.0,41.625,43.25
473,Gaku Shibasaki,MF,Japan,63.375,50.625,36.0,60.8125,53.0,41.625,43.25
474,Ritsu Dōan,MF,Japan,51.0,50.0,29.0,53.0,45.0,14.0,63.0
475,Kaoru Mitoma,MF,Japan,67.0,66.0,49.0,59.0,58.0,35.0,61.0
476,Takumi Minamino,MF,Japan,49.0,48.0,31.0,60.0,45.0,38.0,38.0
477,Takefusa Kubo,MF,Japan,63.375,50.625,36.0,60.8125,53.0,41.625,43.25
478,Shūichi Gonda,GK,Japan,63.375,50.625,36.0,60.8125,53.0,41.625,43.25
479,Hidemasa Morita,MF,Japan,63.375,50.625,36.0,60.8125,53.0,41.625,43.25
480,Junya Ito,MF,Japan,56.0,48.0,28.0,63.0,45.0,52.0,28.0
481,Daichi Kamada,MF,Japan,64.0,58.0,25.0,63.0,59.0,20.0,60.0
482,Takehiro Tomiyasu,DF,Japan,64.0,29.0,30.0,44.0,47.0,57.0,34.0
483,Ao Tanaka,MF,Japan,76.0,73.0,45.0,84.0,67.0,73.0,56.0
484,Takuma Asano,FW,Japan,63.375,50.625,36.0,60.8125,53.0,41.625,43.25
485,Hiroki Sakai,DF,Japan,67.0,69.0,41.0,80.0,72.0,56.0,44.0
486,Shuto Machino,FW,Japan,67.0,65.0,61.0,82.0,66.0,62.0,54.0
487,Ayase Ueda,FW,Japan,81.0,78.0,74.0,79.0,79.0,39.0,65.0
488,Maya Yoshida,DF,Japan,63.375,50.625,36.0,60.8125,53.0,41.625,43.25
489,Daniel Schmidt,GK,Japan,65.0,12.0,10.0,29.0,22.0,8.0,16.0
490,Yuki Soma,MF,Japan,60.0,65.0,52.0,68.0,63.0,18.0,53.0
491,Daizen Maeda,FW,Japan,69.0,53.0,30.0,62.0,64.0,74.0,33.0
492,Hiroki Ito,DF,Japan,63.375,50.625,36.0,60.8125,53.0,41.625,43.25
493,Robert Lynch Sánchez,GK,Spain,61.0,13.0,14.0,31.0,22.0,8.0,15.0
494,César Azpilicueta Tanco,DF,Spain,58.0,51.0,37.0,62.0,53.0,17.0,62.0
495,Eric García Martret,DF,Spain,64.0,54.0,31.0,60.0,63.0,62.0,44.0
496,Pau Francisco Torres,DF,Spain,61.0,55.0,66.0,71.0,59.0,53.0,48.0
497,Sergio Busquets Burgos,MF,Spain,89.0,80.0,68.0,66.0,88.0,87.0,60.0
498,Marcos Llorente Moreno,MF,Spain,72.0,78.0,35.0,86.0,74.0,19.0,51.0
499,Álvaro Borja Morata Martín,FW,Spain,57.0,58.0,48.0,51.0,57.0,52.0,51.0
500,Jorge Resurrección Merodio,MF,Spain,85.0,80.0,76.0,74.0,85.0,72.0,59.0
501,Pablo Martín Páez Gavira,MF,Spain,70.0,78.0,33.0,83.0,71.0,18.0,61.0
502,Marco Asensio Willemsen,FW,Spain,84.0,85.0,76.0,79.0,85.0,45.0,62.0
503,Ferran Torres García,FW,Spain,73.0,79.0,46.0,68.0,75.0,34.0,62.0
504,Nicholas,FW,Spain,60.0,58.0,42.0,83.0,59.0,16.0,68.0
505,David Raya Martín,GK,Spain,71.0,17.0,15.0,56.0,38.0,11.0,26.0
506,Alejandro Balde Martínez,DF,Spain,65.0,13.0,12.0,23.0,17.0,10.0,17.0
507,Hugo Guillamón Sanmartín,DF,Spain,61.0,45.0,29.0,51.0,58.0,62.0,34.0
508,Rodrigo Hernández Cascante,MF,Spain,82.0,77.0,54.0,69.0,82.0,81.0,46.0
509,Yeremy Jesús Pino Santos,FW,Spain,70.0,52.0,61.0,49.0,48.0,74.0,60.0
510,Jordi Alba Ramos,DF,Spain,87.0,80.0,63.0,90.0,84.0,84.0,59.0
511,Carlos Soler Barragán,MF,Spain,80.0,80.0,82.0,75.0,82.0,68.0,73.0
512,Daniel,DF,Spain,54.0,59.0,34.0,70.0,53.0,14.0,55.0
513,Daniel Olmo Carvajal,FW,Spain,76.0,77.0,75.0,77.0,77.0,43.0,62.0
514,Pablo Sarabia García,FW,Spain,83.0,86.0,74.0,80.0,85.0,55.0,69.0
515,Unai Simón Mendibil,GK,Spain,73.0,12.0,14.0,32.0,16.0,26.0,24.0
516,Aymeric Jean Louis Gérard Alphonse Laporte,DF,Spain,85.0,59.0,69.0,45.0,73.0,86.0,44.0
517,Anssumane,FW,Spain,50.0,42.0,37.0,66.0,49.0,43.0,38.0
518,Pedro González López,MF,Spain,71.0,68.0,56.0,69.0,71.0,73.0,58.0
519,Thibaut Nicolas Marc Courtois,GK,Belgium,89.0,13.0,20.0,61.0,23.0,15.0,27.0
520,Toby Albertine Maurits Alderweireld,DF,Belgium,87.0,62.0,69.0,60.0,75.0,87.0,58.0
521,Arthur Nicolas Theate,DF,Belgium,57.0,20.0,14.0,24.0,24.0,24.0,22.0
522,Wout Felix Lina Faes,DF,Belgium,70.0,52.0,35.0,50.0,63.0,65.0,42.0
523,Jan Bert Lieve Vertonghen,DF,Belgium,87.0,71.0,73.0,61.0,77.0,89.0,66.0
524,Axel Laurent Angel Lambert Witsel,MF,Belgium,85.0,78.0,68.0,77.0,84.0,80.0,83.0
525,Kevin De Bruyne,MF,Belgium,91.0,86.0,83.0,79.0,91.0,61.0,79.0
526,Youri Marion A. Tielemans,MF,Belgium,78.0,76.0,74.0,67.0,81.0,71.0,76.0
527,Romelu Lukaku Bolingoli,FW,Belgium,72.0,69.0,32.0,84.0,68.0,68.0,68.0
528,Eden Michael Walter Hazard,FW,Belgium,91.0,95.0,79.0,95.0,94.0,41.0,86.0
529,Yannick Ferreira Carrasco,FW,Belgium,83.0,88.0,78.0,88.0,87.0,18.0,74.0
530,Simon Luc Hildebert Mignolet,GK,Belgium,78.95833333333333,64.08333333333333,53.125,68.25,68.875,48.5,58.958333333333336
