,name,position,country,overall_rating,dribbling,freekick_accuracy,agility,ball_control,interceptions,penalties
256,Anderson Santamaría Bardales,DF,Peru,68.0,66.0,64.0,60.0,65.0,65.0,62.0
257,Miguel Gianpierre Araujo Blanco,DF,Peru,68.63157894736842,60.26315789473684,49.89473684210526,65.0,61.578947368421055,48.36842105263158,53.10526315789474
258,Miguel Ángel Trauco Saavedra,DF,Peru,69.0,66.0,59.0,67.0,67.0,29.0,67.0
259,Cristopher Paolo César Hurtado Huertas,MF,Peru,74.0,48.0,28.0,37.0,56.0,75.0,33.0
260,Christian Alberto Cueva Bravo,MF,Peru,62.0,60.0,32.0,61.0,65.0,67.0,42.0
261,José Paolo Guerrero Gonzales,FW,Peru,70.0,71.0,44.0,62.0,72.0,69.0,50.0
262,Jefferson Agustín Farfán Guadalupe,FW,Peru,78.0,74.0,75.0,75.0,79.0,39.0,79.0
263,Raúl Mario Ruidíaz Misitich,FW,Peru,76.0,76.0,69.0,83.0,74.0,28.0,70.0
264,Carlos Alberto Cáceda Ollaguez,GK,Peru,60.0,59.0,40.0,55.0,55.0,53.0,62.0
265,Renato Fabrizio Tapia Cortijo,MF,Peru,68.63157894736842,60.26315789473684,49.89473684210526,65.0,61.578947368421055,48.36842105263158,53.10526315789474
266,Andy Jorman Polo Andrade,MF,Peru,68.63157894736842,60.26315789473684,49.89473684210526,65.0,61.578947368421055,48.36842105263158,53.10526315789474
267,Christian Guillermo Martín Ramos Garagay,DF,Peru,70.0,62.0,76.0,79.0,65.0,70.0,38.0
268,Wilder José Cartagena Mendoza,MF,Peru,68.63157894736842,60.26315789473684,49.89473684210526,65.0,61.578947368421055,48.36842105263158,53.10526315789474
269,Luis Jan Piers Advíncula Castrillón,DF,Peru,74.0,76.0,63.0,80.0,74.0,63.0,64.0
270,André Martín Carrillo Díaz,FW,Peru,57.0,63.0,48.0,50.0,61.0,20.0,67.0
271,Víctor Yoshimar Yotún Flores,MF,Peru,73.0,72.0,69.0,83.0,73.0,62.0,51.0
272,Edison Michael Flores Peralta,FW,Peru,67.0,74.0,59.0,88.0,69.0,34.0,62.0
273,José Aurelio Carvallo Alonso,GK,Peru,60.0,52.0,31.0,69.0,53.0,59.0,39.0
274,Nilson Evair Loyola Morales,DF,Peru,65.0,62.0,40.0,63.0,62.0,45.0,51.0
275,Pedro Jesús Aquino Sánchez,MF,Peru,67.0,20.0,14.0,23.0,20.0,10.0,25.0
276,Nahuel Ignacio Guzmán,GK,Argentina,77.0,21.0,22.0,70.0,25.0,29.0,12.0
277,Gabriel Iván Mercado,DF,Argentina,79.0,57.0,54.0,66.0,70.0,80.0,49.0
278,Nicolás Alejandro Tagliafico,DF,Argentina,80.0,74.0,40.0,79.0,74.0,77.0,46.0
279,Cristian Daniel Ansaldi,DF,Argentina,77.0,79.0,47.0,77.0,79.0,76.0,52.0
280,Lucas Rodrigo Biglia,MF,Argentina,82.0,80.0,76.0,76.0,84.0,82.0,72.0
281,Federico Julián Fazio,DF,Argentina,65.0,73.0,36.0,63.0,64.0,66.0,42.0
282,Éver Maximiliano David Banega,MF,Argentina,84.0,84.0,81.0,79.0,86.0,76.0,78.0
283,Marcos Javier Acuña,DF,Argentina,80.0,85.0,78.0,84.0,83.0,76.0,74.0
284,Gonzalo Gerardo Higuaín,FW,Argentina,87.0,83.0,62.0,75.0,84.0,20.0,70.0
285,Argentine professional footballer,FW,Argentina,79.54545454545455,67.9090909090909,56.04545454545455,74.77272727272727,71.5909090909091,55.36363636363637,57.09090909090909
286,Ángel Fabián Di María,MF,Argentina,74.0,76.0,67.0,87.0,77.0,43.0,69.0
287,Franco Armani,GK,Argentina,80.0,19.0,16.0,40.0,32.0,21.0,20.0
288,Maximiliano Eduardo Meza,MF,Argentina,68.0,64.0,50.0,82.0,64.0,52.0,53.0
289,Javier Alejandro Mascherano,DF,Argentina,80.0,58.0,50.0,72.0,80.0,85.0,60.0
290,Enzo Nicolás Pérez,MF,Argentina,79.0,85.0,73.0,91.0,81.0,26.0,80.0
291,Faustino Marcos Alberto Rojo,DF,Argentina,79.0,64.0,57.0,68.0,67.0,77.0,55.0
292,Nicolás Hernán Gonzalo Otamendi,DF,Argentina,84.0,51.0,39.0,64.0,70.0,83.0,45.0
293,Eduardo Antonio Salvio,DF,Argentina,81.0,85.0,64.0,82.0,84.0,60.0,75.0
294,Sergio Leonel Agüero del Castillo,FW,Argentina,89.0,89.0,73.0,86.0,89.0,24.0,83.0
295,Giovani Lo Celso,MF,Argentina,82.0,84.0,72.0,82.0,84.0,65.0,60.0
296,Paulo Exequiel Dybala,FW,Argentina,89.0,92.0,88.0,91.0,92.0,32.0,86.0
297,Cristian David Pavón,MF,Argentina,79.0,79.0,77.0,92.0,76.0,49.0,59.0
298,Wilfredo Daniel Caballero Lazcano,GK,Argentina,75.0,12.0,11.0,39.0,30.0,19.0,16.0
299,Dominik Livaković,GK,Croatia,74.0,12.0,11.0,41.0,18.0,10.0,15.0
300,Šime Vrsaljko,DF,Croatia,81.0,74.0,57.0,67.0,79.0,80.0,52.0
301,Ivan Strinić,DF,Croatia,74.0,70.0,55.0,69.0,74.0,76.0,61.0
302,Ivan Perišić,FW,Croatia,85.0,84.0,75.0,78.0,85.0,69.0,76.0
303,Vedran Ćorluka,DF,Croatia,82.0,65.0,60.0,57.0,73.0,77.0,49.0
304,Dejan Lovren,DF,Croatia,81.0,63.0,18.0,50.0,67.0,81.0,52.0
305,Ivan Rakitić,MF,Croatia,87.0,82.0,82.0,73.0,85.0,81.0,82.0
306,Mateo Kovačić,MF,Croatia,83.0,88.0,68.0,85.0,89.0,76.0,59.0
307,Andrej Kramarić,FW,Croatia,83.0,87.0,74.0,82.0,86.0,21.0,91.0
308,Luka Modrić,MF,Croatia,91.0,90.0,78.0,92.0,92.0,83.0,82.0
309,Marcelo Brozović,MF,Croatia,81.0,81.0,74.0,74.0,83.0,81.0,69.0
310,Lovre Kalinić,GK,Croatia,76.0,11.0,13.0,26.0,15.0,23.0,22.0
311,Tin Jedvaj,DF,Croatia,76.0,60.0,30.0,67.0,66.0,75.0,44.0
312,Filip Bradarić,MF,Croatia,70.0,61.0,40.0,62.0,75.0,64.0,44.0
313,Duje Ćaleta-Car,DF,Croatia,73.0,54.0,31.0,47.0,58.0,69.0,38.0
314,Nikola Kalinić,FW,Croatia,79.0,73.0,54.0,69.0,78.0,42.0,70.0
315,Mario Mandžukić,FW,Croatia,85.0,78.0,49.0,67.0,79.0,66.0,76.0
316,Ante Rebić,FW,Croatia,80.0,84.0,58.0,75.0,80.0,29.0,63.0
317,Milan Badelj,MF,Croatia,79.0,72.0,58.0,68.0,79.0,78.0,68.0
318,Marko Pjaca,FW,Croatia,76.0,86.0,72.0,79.0,87.0,30.0,72.0
319,Domagoj Vida,DF,Croatia,80.0,53.0,35.0,64.0,66.0,81.0,51.0
320,Josip Pivarić,DF,Croatia,73.0,71.0,71.0,68.0,72.0,70.0,59.0
321,Danijel Subašić,GK,Croatia,82.0,11.0,39.0,42.0,19.0,20.0,23.0
322,Hannes Þór Halldórsson,GK,Iceland,69.0,10.0,13.0,25.0,16.0,13.0,41.0
323,Birkir Már Sævarsson,DF,Iceland,66.0,51.0,36.0,64.0,60.0,62.0,49.0
324,Samúel Kári Friðjónsson,MF,Iceland,62.0,62.0,57.0,64.0,64.0,55.0,45.0
325,Albert Guðmundsson,MF,Iceland,69.0,73.0,62.0,68.0,78.0,29.0,65.0
326,Sverrir Ingi Ingason,DF,Iceland,73.0,47.0,46.0,58.0,60.0,74.0,50.0
327,Ragnar Sigurðsson,DF,Iceland,73.0,30.0,32.0,56.0,52.0,74.0,65.0
328,Jóhann Berg Guðmundsson,MF,Iceland,79.0,79.0,77.0,76.0,78.0,62.0,70.0
329,Birkir Bjarnason,MF,Iceland,69.0,65.0,34.0,73.0,72.0,63.0,50.0
330,Björn Bergmann Sigurðarson,FW,Iceland,66.0,67.0,57.0,76.0,65.0,22.0,56.0
331,Gylfi Þór Sigurðsson,MF,Iceland,82.0,80.0,86.0,68.0,85.0,55.0,79.0
332,Alfreð Finnbogason,FW,Iceland,79.0,75.0,51.0,67.0,75.0,20.0,89.0
333,Frederik August Albrecht Schram,GK,Iceland,56.0,13.0,16.0,31.0,21.0,19.0,30.0
334,Rúnar Alex Rúnarsson,GK,Iceland,70.0,13.0,14.0,43.0,32.0,12.0,22.0
335,Kári Árnason,DF,Iceland,70.0,49.0,51.0,34.0,53.0,76.0,52.0
336,Hólmar Örn Eyjólfsson,DF,Iceland,68.0,54.0,38.0,46.0,53.0,69.0,45.0
337,Ólafur Ingi Skúlason,MF,Iceland,71.0,58.0,57.0,59.0,66.0,69.0,60.0
338,Aron Einar Malmquist Gunnarsson,MF,Iceland,73.0,66.0,59.0,73.0,72.0,77.0,52.0
339,Hörður Björgvin Magnússon,DF,Iceland,73.0,50.0,60.0,52.0,57.0,68.0,39.0
340,Rúrik Gíslason,MF,Iceland,69.0,69.0,59.0,67.0,62.0,40.0,52.0
341,Emil Hallfreðsson,MF,Iceland,72.0,74.0,72.0,61.0,75.0,72.0,69.0
342,Arnór Ingvi Traustason,MF,Iceland,68.0,69.0,66.0,78.0,67.0,67.0,57.0
343,Jón Daði Böðvarsson,FW,Iceland,70.0,67.0,56.0,62.0,72.0,22.0,62.0
344,Ari Freyr Skúlason,DF,Iceland,68.0,67.0,65.0,80.0,69.0,62.0,63.0
345,Ikechukwu Vincent Ezenwa,GK,Nigeria,68.0,66.0,43.0,83.0,66.0,34.0,67.0
346,Brian Oladapo Idowu,DF,Nigeria,64.0,15.0,12.0,35.0,16.0,25.0,23.0
347,Elderson Uwa Echiéjilé,DF,Nigeria,70.9,61.5,42.95,68.2,62.5,47.65,52.95
348,Onyinye Wilfred Ndidi,MF,Nigeria,81.0,74.0,58.0,67.0,76.0,84.0,55.0
349,William,DF,Nigeria,60.0,55.0,52.0,69.0,56.0,16.0,56.0
350,Leon Aderemi Balogun,DF,Nigeria,75.0,60.0,38.0,51.0,64.0,73.0,39.0
351,Ahmed Musa,FW,Nigeria,75.0,73.0,48.0,87.0,73.0,24.0,69.0
352,Oghenekaro Peter Etebo,MF,Nigeria,72.0,74.0,66.0,85.0,75.0,68.0,69.0
353,Odion Jude Ighalo,FW,Nigeria,77.0,80.0,53.0,75.0,76.0,30.0,63.0
354,Mikel John Obi,MF,Nigeria,63.0,67.0,66.0,68.0,66.0,51.0,51.0
355,Victor Moses,FW,Nigeria,78.0,82.0,61.0,76.0,81.0,73.0,75.0
356,Shehu Usman Abdullahi,DF,Nigeria,71.0,72.0,32.0,69.0,70.0,17.0,66.0
357,Simeon Tochukwu Nwankwo,FW,Nigeria,72.0,58.0,34.0,68.0,57.0,21.0,61.0
358,Kelechi Promise Iheanacho,FW,Nigeria,74.0,75.0,64.0,72.0,76.0,21.0,73.0
359,Joel Chukwuma Obi,MF,Nigeria,74.0,77.0,56.0,85.0,77.0,74.0,59.0
360,Daniel Akpeyi,GK,Nigeria,64.0,10.0,13.0,30.0,11.0,7.0,12.0
361,Ogenyi Eddy Onazi,MF,Nigeria,75.0,72.0,50.0,90.0,75.0,74.0,60.0
362,Alexander Chuka Iwobi,FW,Nigeria,62.0,46.0,32.0,54.0,51.0,58.0,39.0
363,Ugochukwu John Ogu,MF,Nigeria,70.9,61.5,42.95,68.2,62.5,47.65,52.95
364,Chidozie Collins Awaziem,DF,Nigeria,74.0,57.0,25.0,66.0,62.0,73.0,40.0
365,Tyronne Efe Ebuehi,DF,Nigeria,67.0,64.0,33.0,69.0,62.0,62.0,47.0
366,Kenneth Josiah Omeruo,DF,Nigeria,72.0,53.0,23.0,65.0,60.0,68.0,35.0
367,Francis Odinaka Uzoho,GK,Nigeria,70.9,61.5,42.95,68.2,62.5,47.65,52.95
368,Álisson Ramsés Becker,GK,Brazil,87.0,27.0,18.0,40.0,30.0,11.0,23.0
369,Thiago Emiliano da Silva,DF,Brazil,88.0,62.0,64.0,68.0,80.0,89.0,60.0
370,João Miranda de Souza Filho,DF,Brazil,84.0,67.0,39.0,61.0,71.0,85.0,49.0
371,Pedro Tonon Geromel,DF,Brazil,71.0,63.0,55.0,64.0,66.0,42.0,70.0
372,Carlos Henrique Casimiro,MF,Brazil,87.0,69.0,74.0,62.0,78.0,86.0,66.0
373,Filipe Luís Kasmirski,DF,Brazil,85.0,77.0,75.0,74.0,83.0,84.0,65.0
374,Douglas Costa de Souza,FW,Brazil,85.0,92.0,78.0,93.0,91.0,48.0,77.0
375,Renato Soares de Oliveira Augusto,MF,Brazil,81.0,82.0,75.0,66.0,81.0,72.0,68.0
376,Gabriel Fernando de Jesus,FW,Brazil,83.0,86.0,54.0,92.0,85.0,32.0,78.0
377,Neymar da Silva Santos Júnior,FW,Brazil,92.0,96.0,87.0,96.0,95.0,36.0,81.0
378,Philippe Coutinho Correia,MF,Brazil,88.0,91.0,86.0,92.0,92.0,49.0,70.0
379,Marcelo Vieira da Silva Júnior,DF,Brazil,87.0,90.0,67.0,86.0,92.0,83.0,59.0
380,Marcos Aoás Corrêa,DF,Brazil,85.0,59.0,32.0,69.0,79.0,85.0,37.0
381,Danilo Luiz da Silva,DF,Brazil,67.0,70.0,45.0,81.0,72.0,30.0,50.0
382,José Paulo Bezerra Maciel Júnior,MF,Brazil,85.0,82.0,72.0,71.0,84.0,81.0,71.0
383,Cássio Roberto Ramos,GK,Brazil,74.0,69.0,54.0,80.0,73.0,75.0,48.0
384,Fernando Luiz Roza,MF,Brazil,70.0,59.0,34.0,69.0,60.0,68.0,46.0
385,Frederico Rodrigues de Paula Santos,MF,Brazil,67.0,63.0,54.0,72.0,68.0,65.0,51.0
386,Willian Borges da Silva,MF,Brazil,82.0,79.0,71.0,65.0,80.0,35.0,80.0
387,Roberto Firmino Barbosa de Oliveira,FW,Brazil,72.0,73.0,59.0,77.0,72.0,55.0,62.0
388,Taison Barcellos Freda,FW,Brazil,82.0,87.0,73.0,90.0,85.0,49.0,72.0
389,Fagner Conserva Lemos,DF,Brazil,80.27272727272727,73.0,60.13636363636363,74.5909090909091,76.5,59.86363636363637,60.40909090909091
390,Ederson Santana de Moraes,GK,Brazil,64.0,63.0,57.0,73.0,66.0,57.0,46.0
391,Keilor Antonio Navas Gamboa,GK,Costa Rica,60.0,61.0,54.0,62.0,64.0,31.0,52.0
392,Jhonny Acosta Zamora,DF,Costa Rica,68.25,53.85,43.0,63.75,57.25,53.6,46.65
393,Giancarlo González Castro,DF,Costa Rica,77.0,59.0,22.0,58.0,60.0,77.0,35.0
394,Ian Rey Smith Quirós,DF,Costa Rica,64.0,59.0,35.0,72.0,58.0,57.0,40.0
395,Celso Borges Mora,MF,Costa Rica,76.0,71.0,69.0,64.0,75.0,74.0,75.0
396,Óscar Esaú Duarte Gaitán,DF,Costa Rica,76.0,48.0,32.0,54.0,59.0,75.0,37.0
397,Christian Bolaños Navarro,MF,Costa Rica,72.0,63.0,64.0,68.0,72.0,66.0,60.0
398,Bryan Josué Oviedo Jiménez,DF,Costa Rica,70.0,71.0,63.0,79.0,72.0,68.0,56.0
399,Daniel Colindres Solera,MF,Costa Rica,75.0,41.0,29.0,34.0,51.0,78.0,49.0
400,Bryan Jafet Ruiz González,MF,Costa Rica,67.0,66.0,43.0,40.0,70.0,21.0,62.0
401,Johan Alberto Venegas Ulloa,FW,Costa Rica,63.0,7.0,11.0,65.0,11.0,13.0,16.0
402,Joel Nathaniel Campbell Samuels,FW,Costa Rica,67.0,66.0,63.0,70.0,67.0,64.0,50.0
403,Rodney Wallace Burns,MF,Costa Rica,65.0,63.0,49.0,72.0,58.0,60.0,59.0
404,Randall Azofeifa Corrales,MF,Costa Rica,68.25,53.85,43.0,63.75,57.25,53.6,46.65
405,Francisco Javier Calvo Quesada,DF,Costa Rica,67.0,34.0,34.0,69.0,58.0,70.0,46.0
406,Cristian Esteban Gamboa Luna,DF,Costa Rica,69.0,69.0,54.0,81.0,68.0,62.0,54.0
407,Yeltsin Ignacio Tejeda Valverde,MF,Costa Rica,61.0,10.0,10.0,37.0,14.0,11.0,11.0
408,Patrick Alberto Pemberton Bernard,GK,Costa Rica,69.0,74.0,44.0,72.0,70.0,64.0,50.0
409,Kendall Jamaal Waston Manley,DF,Costa Rica,68.25,53.85,43.0,63.75,57.25,53.6,46.65
410,David Alberto Guzmán Pérez,MF,Costa Rica,73.0,68.0,47.0,82.0,68.0,71.0,55.0
411,Marcos Danilo Ureña Porras,FW,Costa Rica,69.0,72.0,64.0,82.0,71.0,35.0,57.0
412,Kenner Gutiérrez Cerdas,DF,Costa Rica,61.0,60.0,61.0,71.0,59.0,60.0,53.0
413,Leonel Gerardo Moreira Ledezma,GK,Costa Rica,64.0,15.0,12.0,43.0,20.0,15.0,16.0
414,Vladimir Stojković,GK,Serbia,65.0,68.0,34.0,77.0,64.0,62.0,41.0
415,Antonio Rukavina,DF,Serbia,60.0,61.0,54.0,62.0,64.0,31.0,52.0
416,Duško Tošić,DF,Serbia,74.0,59.0,46.0,30.0,55.0,74.0,43.0
417,Luka Milivojević,MF,Serbia,79.0,62.0,78.0,58.0,74.0,79.0,87.0
418,Uroš Spajić,DF,Serbia,73.0,66.0,55.0,54.0,77.0,72.0,72.0
419,Branislav Ivanović,DF,Serbia,70.0,73.0,51.0,69.0,71.0,59.0,59.0
420,Andrija Živković,MF,Serbia,77.0,82.0,70.0,85.0,81.0,69.0,60.0
421,Aleksandar Prijović,FW,Serbia,77.0,70.0,43.0,54.0,75.0,31.0,66.0
422,Aleksandar Mitrović,FW,Serbia,78.0,66.0,52.0,67.0,75.0,14.0,70.0
423,Dušan Tadić,MF,Serbia,81.0,85.0,76.0,82.0,86.0,31.0,75.0
424,Aleksandar Kolarov,DF,Serbia,83.0,80.0,88.0,63.0,77.0,82.0,80.0
425,Predrag Rajković,GK,Serbia,64.0,16.0,11.0,42.0,24.0,18.0,22.0
426,Miloš Veljković,DF,Serbia,76.0,52.0,24.0,55.0,67.0,77.0,37.0
427,Milan Rodić,DF,Serbia,67.0,53.0,42.0,55.0,57.0,63.0,61.0
428,Nikola Milenković,DF,Serbia,72.0,60.0,22.0,44.0,65.0,74.0,34.0
429,Marko Grujić,MF,Serbia,76.0,79.0,51.0,68.0,78.0,71.0,57.0
430,Filip Kostić,MF,Serbia,78.0,83.0,75.0,77.0,80.0,57.0,64.0
431,Nemanja Radonjić,FW,Serbia,72.0,72.0,54.0,82.0,70.0,22.0,57.0
432,Luka Jović,FW,Serbia,81.0,79.0,41.0,76.0,81.0,23.0,60.0
433,Sergej Milinković-Savić,MF,Serbia,85.0,86.0,75.0,66.0,87.0,78.0,56.0
434,Nemanja Matić,MF,Serbia,84.0,80.0,67.0,44.0,79.0,84.0,64.0
435,Adem Ljajić,MF,Serbia,79.0,85.0,83.0,81.0,86.0,32.0,75.0
436,Marko Dmitrović,GK,Serbia,79.0,8.0,9.0,32.0,9.0,17.0,9.0
437,Yann Sommer,GK,Switzerland,84.0,15.0,13.0,55.0,25.0,21.0,24.0
438,Stephan Lichtsteiner,DF,Switzerland,77.0,74.0,66.0,73.0,76.0,79.0,64.0
439,Jacques François Moubandje,DF,Switzerland,72.0,70.0,48.0,65.0,69.0,72.0,56.0
440,Nico Elvedi,DF,Switzerland,78.0,69.0,29.0,66.0,72.0,79.0,37.0
441,Manuel Obafemi Akanji,DF,Switzerland,81.0,67.0,27.0,69.0,75.0,79.0,40.0
442,Michael Rico Lang,DF,Switzerland,77.0,63.0,55.0,66.0,74.0,75.0,59.0
443,Breel Donald Embolo,FW,Switzerland,76.0,78.0,51.0,69.0,74.0,41.0,66.0
444,Remo Marco Freuler,MF,Switzerland,77.0,75.0,70.0,71.0,77.0,73.0,61.0
445,Haris Seferovic,FW,Switzerland,76.0,70.0,64.0,63.0,73.0,35.0,68.0
446,Granit Xhaka,MF,Switzerland,81.0,70.0,77.0,49.0,80.0,71.0,63.0
447,Valon Behrami,MF,Switzerland,76.0,70.0,68.0,70.0,74.0,74.0,67.0
448,Yvon Landry Mvogo Nganoma,GK,Switzerland,76.61904761904762,66.33333333333333,54.04761904761905,68.76190476190476,69.52380952380952,59.285714285714285,57.19047619047619
449,Ricardo Ivan Rodriguez Araya,DF,Switzerland,71.0,63.0,51.0,64.0,74.0,70.0,49.0
450,Steven Zuber,MF,Switzerland,76.0,78.0,66.0,74.0,77.0,76.0,58.0
451,Blerim Džemaili,MF,Switzerland,77.0,77.0,70.0,68.0,78.0,69.0,68.0
452,Gelson da Conceição Tavares Fernandes,MF,Switzerland,73.0,74.0,53.0,91.0,71.0,34.0,67.0
453,Denis Lemi Zakaria Lako Lado,MF,Switzerland,69.0,71.0,59.0,84.0,68.0,68.0,49.0
454,Mario Gavranović,FW,Switzerland,72.0,73.0,55.0,81.0,75.0,45.0,68.0
455,Josip Drmić,FW,Switzerland,75.0,74.0,51.0,69.0,72.0,35.0,74.0
456,Danon Issouf Johannes Djourou Gbadjere,DF,Switzerland,76.61904761904762,66.33333333333333,54.04761904761905,68.76190476190476,69.52380952380952,59.285714285714285,57.19047619047619
457,Roman Bürki,GK,Switzerland,84.0,12.0,12.0,49.0,23.0,18.0,20.0
458,Fabian Lukas Schär,DF,Switzerland,75.0,64.0,66.0,64.0,69.0,76.0,78.0
459,Xherdan Shaqiri,MF,Switzerland,82.0,86.0,84.0,84.0,84.0,55.0,65.0
460,Manuel Peter Neuer,GK,Germany,89.0,30.0,11.0,51.0,46.0,30.0,47.0
461,Marvin Plattenhardt,DF,Germany,77.0,75.0,89.0,68.0,78.0,72.0,61.0
462,Jonas Armin Hector,DF,Germany,79.0,74.0,65.0,67.0,77.0,81.0,65.0
463,Matthias Lukas Ginter,DF,Germany,81.0,62.0,42.0,55.0,72.0,80.0,67.0
464,Mats Julian Hummels,DF,Germany,88.0,68.0,53.0,63.0,81.0,92.0,68.0
465,Sami Khedira,MF,Germany,84.0,81.0,68.0,55.0,84.0,86.0,69.0
466,Julian Draxler,MF,Germany,83.0,88.0,76.0,80.0,89.0,66.0,63.0
467,Toni Kroos,MF,Germany,90.0,81.0,84.0,70.0,90.0,76.0,73.0
468,Timo Werner,FW,Germany,84.0,83.0,56.0,81.0,84.0,37.0,72.0
469,Mesut Özil,MF,Germany,85.0,84.0,77.0,79.0,90.0,24.0,67.0
470,Marco Reus,FW,Germany,88.0,87.0,84.0,86.0,87.0,48.0,89.0
471,Kevin Christian Trapp,GK,Germany,81.0,10.0,12.0,42.0,24.0,22.0,17.0
472,Thomas Müller,MF,Germany,86.0,75.0,59.0,75.0,82.0,58.0,60.0
473,Leon Christoph Goretzka,MF,Germany,83.0,81.0,75.0,76.0,83.0,82.0,60.0
474,Niklas Süle,DF,Germany,84.0,42.0,30.0,33.0,63.0,82.0,32.0
475,Antonio Rüdiger,DF,Germany,82.0,60.0,56.0,59.0,69.0,80.0,40.0
476,Jérôme Agyenim Boateng,DF,Germany,85.0,64.0,31.0,56.0,70.0,81.0,46.0
477,Joshua Walter Kimmich,DF,Germany,86.0,80.0,61.0,84.0,85.0,80.0,44.0
478,Sebastian Rudy,MF,Germany,79.0,78.0,79.0,77.0,82.0,82.0,71.0
479,Julian Brandt,MF,Germany,81.0,87.0,59.0,82.0,85.0,29.0,54.0
480,İlkay Gündoğan,MF,Germany,84.0,85.0,74.0,78.0,86.0,77.0,76.0
481,Marc-André ter Stegen,GK,Germany,89.0,17.0,12.0,37.0,18.0,22.0,25.0
482,Mario Gómez García,FW,Germany,79.0,71.0,36.0,62.0,71.0,20.0,69.0
483,José de Jesús Corona Rodríguez,GK,Mexico,64.0,54.0,55.0,51.0,72.0,59.0,53.0
484,Hugo Ayala Castro,DF,Mexico,75.0,51.0,41.0,63.0,64.0,74.0,55.0
485,Carlos Joel Salcedo Hernández,DF,Mexico,74.0,78.0,34.0,74.0,74.0,22.0,70.0
486,Rafael Márquez Álvarez,DF,Mexico,74.0,56.0,38.0,45.0,63.0,75.0,35.0
487,Érick Gabriel Gutiérrez Galaviz,MF,Mexico,77.0,74.0,51.0,69.0,77.0,77.0,67.0
488,Jonathan dos Santos Ramírez,MF,Mexico,70.0,55.0,36.0,57.0,63.0,70.0,51.0
489,Miguel Arturo Layún Prado,MF,Mexico,69.0,46.0,41.0,60.0,57.0,64.0,51.0
490,Marco Jhonfai Fabián de la Mora,FW,Mexico,68.0,64.0,62.0,71.0,67.0,67.0,62.0
491,Raúl Alonso Jiménez Rodríguez,FW,Mexico,76.0,25.0,65.0,54.0,73.0,72.0,46.0
492,Giovani dos Santos Ramírez,MF,Mexico,75.0,78.0,77.0,88.0,78.0,28.0,70.0
493,Carlos Alberto Vela Garrido,FW,Mexico,59.0,52.0,46.0,54.0,60.0,52.0,49.0
494,Alfredo Talavera Díaz,GK,Mexico,57.0,63.0,48.0,50.0,61.0,20.0,67.0
495,Francisco Guillermo Ochoa Magaña,GK,Mexico,69.0,27.0,25.0,31.0,35.0,67.0,38.0
496,Javier Hernández Balcázar,FW,Mexico,79.0,73.0,52.0,75.0,77.0,26.0,74.0
497,Héctor Alfredo Moreno Herrera,DF,Mexico,68.0,60.0,65.0,54.0,64.0,66.0,61.0
498,Héctor Miguel Herrera López,DF,Mexico,82.0,76.0,63.0,66.0,78.0,82.0,64.0
499,Jesús Manuel Corona Ruíz,MF,Mexico,71.0,75.0,65.0,87.0,74.0,49.0,66.0
500,José Andrés Guardado Hernández,MF,Mexico,62.0,56.0,34.0,67.0,58.0,56.0,41.0
501,Oribe Peralta Morones,FW,Mexico,75.0,72.0,56.0,77.0,76.0,42.0,73.0
502,Javier Ignacio Aquino Carmona,MF,Mexico,77.0,80.0,63.0,91.0,77.0,37.0,67.0
503,Edson Omar Álvarez Velázquez,DF,Mexico,60.0,60.0,38.0,85.0,52.0,44.0,48.0
504,Hirving Rodrigo Lozano Bahena,FW,Mexico,82.0,84.0,65.0,91.0,81.0,45.0,64.0
505,Jesús Daniel Gallardo Vasconcelos,MF,Mexico,57.0,54.0,41.0,63.0,55.0,44.0,46.0
506,Kim Seung-gyu,GK,South Korea,65.7,49.9,41.3,61.3,51.7,34.0,47.3
507,Lee Yong,DF,South Korea,65.0,58.0,62.0,64.0,60.0,58.0,67.0
508,Jung Seung-hyun,DF,South Korea,65.7,49.9,41.3,61.3,51.7,34.0,47.3
509,Oh Ban-Suk,DF,South Korea,65.7,49.9,41.3,61.3,51.7,34.0,47.3
510,Yun Young-sun,DF,South Korea,65.7,49.9,41.3,61.3,51.7,34.0,47.3
511,Park Joo-ho,DF,South Korea,66.0,72.0,56.0,82.0,69.0,41.0,55.0
512,Son Heung-min,FW,South Korea,68.0,73.0,52.0,88.0,68.0,25.0,42.0
513,Ju Se-jong,MF,South Korea,68.0,72.0,70.0,61.0,66.0,15.0,71.0
514,Kim Shin-wook,FW,South Korea,65.7,49.9,41.3,61.3,51.7,34.0,47.3
515,Lee Seung-woo,MF,South Korea,63.0,59.0,61.0,73.0,58.0,30.0,65.0
516,Hwang Hee-chan,FW,South Korea,63.0,35.0,23.0,42.0,45.0,57.0,24.0
517,Kim Min-woo,DF,South Korea,65.7,49.9,41.3,61.3,51.7,34.0,47.3
518,Koo Ja-cheol,MF,South Korea,65.7,49.9,41.3,61.3,51.7,34.0,47.3
519,Hong Chul,DF,South Korea,65.7,49.9,41.3,61.3,51.7,34.0,47.3
520,Jung Woo-young,MF,South Korea,65.7,49.9,41.3,61.3,51.7,34.0,47.3
521,Ki Sung-yueng,MF,South Korea,65.7,49.9,41.3,61.3,51.7,34.0,47.3
522,Lee Jae-sung,MF,South Korea,69.0,66.0,36.0,79.0,67.0,21.0,59.0
523,Moon Seon-min,MF,South Korea,65.0,14.0,9.0,38.0,18.0,22.0,22.0
